num; time; angle; duration; errorX; errorY 
1;1870;1;539.7762872192668;1.8139746506413592;0.6610624899407785
2;1231;1;28.868779391185928;-0.07313164534756561;-0.002905598228801931
3;945;1;513.7310787459526;0.0487087955680886;-0.0035935202350261264
4;1007;1;44.67463534944196;0.04253493679839726;0.09379008402708969
5;805;1;326.2905986227857;-0.10400508223581839;-0.1275367238940529
6;1610;1;398.25023262831866;-0.830142787384089;-1.5513189991711658
7;725;1;252.46349289781836;-0.055508560443060045;0.18164231422233035
8;992;1;15.867113324216708;0.00808763190289663;0.24498594506276505
9;640;1;175.34928689478758;0.03699576049083997;0.05610589719780079
10;820;1;410.61429239362747;-0.05085357926473261;0.0008548032318580479
